id,intake,years,University Name,Course,Undergrad Institute & Branch,Undergraduate Major,GPA,GRE,IELTS/TOEFL,Papers,Work Exp,created_at,updated_at,Acceptance
2212,"Fall ",2024,Northwestern University,Electrical Engineering,"BITS Pilani, Pilani Campus",,7.4/10,325,158,167,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2213,"Fall ",2024,University of Southern California,Electrical Engineering,"Maeer's MIT College of Engineering, Kothrud",,8.1/10,310,144,166,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2214,"Spring ",2024,University of Bridgeport,Electrical Engineering,MIRACLE EDUCATIONAL SOCIETY GROUP OF INSTITUTIONS,,60/100,,,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2215,"Fall ",2024,University of South Florida,Electrical Engineering,Dr. Lankapalli Bullayya College of Engineering,,7.63/10,282,142,140,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2216,"Fall ",2024,University of Southern California,Electrical Engineering,Sardar Patel Institute of Technology,,9.4/10,310,151,159,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2217,"Fall ",2024,University of North Texas,Electrical Engineering,"JNTU, Hyderabad",,10-08-2025 00:00,,159,164,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2218,"Fall ",2024,"University of Texas, Dallas",Electrical Engineering,Thiagarajar College of Engineering,,8.88/10,307,152,155,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2219,"Fall ",2024,"Oklahoma State University, Stillwater",Electrical Engineering,"College of Engineering and Technology, Bhubaneswar",,9.37/10,,,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2220,"Fall ",2024,University of Washington,Electrical Engineering,PES Institute Of Technology,,10-08-2025 00:00,"305 (146,159,4)",7 IELTS,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2221,"Fall ",2024,University of Southern California,Electrical Engineering,Manipal University Jaipur,,9.6/10,"324 (155,169,3)",8 IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2222,"Fall ",2024,Columbia University,Electrical Engineering,"University of engineering and management, Kolkata",,9.51/10,"318 (153,165,3)",8 IELTS,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2223,"Fall ",2024,North Carolina State University,Electrical Engineering,DJ Sanghvi College of Engineering,,7.95/10,"310 (144,166,3)",94 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2224,"Fall ",2024,Utah State University,Electrical Engineering,IIT Tirupati,,9.05/10,"325 (157,168,4)",115 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2225,"Fall ",2024,North Carolina State University,Electrical Engineering,,,NA/10,"305 (146,159,3.5)",99 TOEFL,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2226,"Fall ",2024,"University of Alabama, Huntsville",Electrical Engineering,SRM University,,73.63/1,"303 (139,164,3)",88 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2227,"Fall ",2024,"Texas A&M University, College Station",Electrical Engineering,IIT Dhanbad,,9.18/10,"326 (156,170,3.5)",110 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2228,"Fall ",2024,Arizona State University,Electrical Engineering,SJB Institute Of Technology,,7.94/10,"306 (150,156,3)",8 IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2229,"Fall ",2024,University of South Florida,Electrical Engineering,"Military Institute of Science and Technology, Dhaka",,3.32/4,"312 (152,160,4)",92 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2230,"Fall ",2024,Columbia University,Electrical Engineering,"BITS Pilani, Pilani Campus",,7.4/10,"325 (158,167,3.5)",8 IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2231,"Fall ",2024,"University of Colorado, Boulder",Electrical Engineering,"JSS Academy of Technical Education, Noida",,70.6/100,"323 (155,168,3)",104 TOEFL,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2232,"Fall ",2024,University of Southern California,Electrical Engineering,Manipal University Jaipur,,9.6/10,"324 (155,169,3)",8 IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2233,"Fall ",2024,Arizona State University,Electrical Engineering,"Maeer’s MIT College of Engineering, Kothrud",,8.1/10,"310 (144,166,3.5)",8 IELTS,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2234,"Fall ",2024,Utah State University,Electrical Engineering,IIT Tirupati,,9.05/10,"325 (157,168,4)",115 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2235,"Fall ",2024,North Carolina State University,Electrical Engineering,NIT Hamirpur,,9.12/10,"328 (163,165,3.5)",116 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2236,"Fall ",2024,"Texas A&M University, College Station",Electrical Engineering,IIT Dhanbad,,9.18/10,"326 (156,170,3.5)",110 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2237,"Fall ",2024,Arizona State University,Electrical Engineering,SJB Institute of Technology,,7.94/10,"306 (150,156,3)",8 IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2238,"Fall ",2024,University of South Florida,Electrical Engineering,"Military Institute of Science and Technology, Dhaka",,3.32/4,"312 (152,160,4)",92 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2239,"Fall ",2024,"California State University, Long Beach",Electrical Engineering,Pune Institute of Computer Technology,,10-08-2025 00:00,"302 (155,147,3)",7 IELTS,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2240,"Fall ",2024,Arizona State University,Electrical Engineering,Thiagarajar College of Engineering,,8.51/10,"GRE 316 (151,165,3.5), IELTS 7.5",1,57 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2241,"Fall ",2024,Delft University of Technology,Electrical Engineering,,,NA/10,"GRE 315 (151,164,4), IELTS 7.5",0,23 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2242,"Fall ",2024,North Carolina State University,Electrical Engineering,"Mahindra École Centrale, Hyderabad",,8.93/10,"GRE 330 (162,168,4), TOEFL 101",0,0 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2243,"Fall ",2024,North Carolina State University,Electrical Engineering,,,80/100,"GRE 324 (161,163,3), TOEFL 111",0,36 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2244,"Fall ",2024,"University of Texas, Arlington",Electrical Engineering,"B.M.S. College of Engineering, Bangalore",,10-09-2025 00:00,"GRE 307 (144,163,3.5), IELTS 8",1,0 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2245,"Fall ",2024,"University of Texas, Dallas",Electrical Engineering,Pune Institute of Computer Technology,,10-08-2025 00:00,"GRE 302 (155,147,3), IELTS 7",1,0 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2246,"Fall ",2024,"California State University, Long Beach",Electrical Engineering,SSN College of Engineering,,7.9/10,"GRE 317 (156,161,3), NA",0,0 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2247,"Fall ",2024,"University of California, Berkeley",Electrical Engineering,PSG College of Technology,,8.82/10,"GRE 300 (143,157,3), IELTS 7",2,4 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2248,"Fall ",2024,"Texas A&M University, College Station",Electrical Engineering,"JSS Academy of Technical Education, Noida",,70.6/100,"GRE 323 (155,168,3), TOEFL 104",1,0 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2249,"Fall ",2024,Northwestern University,Electrical Engineering,"BITS Pilani, Pilani Campus",,7.4/10,"GRE 325 (158,167,3.5), IELTS 8",0,0 mon,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2250,"Fall ",2024,Arizona State University,Electrical Engineering,Thiagarajar College of Engineering,,8.51/10,"316 (151,165,3.5)",7.5 IELTS,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2251,"Fall ",2024,Delft University of Technology,Electrical Engineering,,,NA/10,"315 (151,164,4)",7.5 IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2252,"Fall ",2024,North Carolina State University,Electrical Engineering,"Mahindra Ecole Centrale, Hyderabad",,8.93/10,"330 (162,168,4)",101 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2253,"Fall ",2024,North Carolina State University,Electrical Engineering,,,80/100,"324 (161,163,3)",111 TOEFL,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2254,"Fall ",2024,"University of Texas, Arlington",Electrical Engineering,"BMS College of Engineering, Bangalore",,10-09-2025 00:00,"307 (144,163,3.5)",8 IELTS,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2255,"Fall ",2024,"University of Texas, Dallas",Electrical Engineering,Pune Institute of Computer Technology,,10-08-2025 00:00,"302 (155,147,3)",7 IELTS,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2256,"Fall ",2024,"California State University, Long Beach",Electrical Engineering,SSN College of Engineering,,7.9/10,"317 (156,161,3)",,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2257,"Fall ",2024,"University of California, Berkeley",Electrical Engineering,PSG College of Technology,,8.82/10,"300 (143,157,3)",7 IELTS,2,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2258,"Fall ",2024,"Texas A&M University, College Station",Electrical Engineering,"JSS Academy of Technical Education, Noida",,70.6/100,"323 (155,168,3)",104 TOEFL,1,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2259,"Fall ",2024,Northwestern University,Electrical Engineering,"BITS Pilani, Pilani Campus",,7.4/10,"325 (158,167,3.5)",8 IELTS,0,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2260,"Fall ",2025,Georgia Institute of Technology,Mechanical Engineering,,,3.5/4,"327 (158,169,NA)",,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2261,"Fall ",2025,Tufts University,Mechanical Engineering,Vellore Institute of Technology,,8.5/10,"NA (NA,NA,NA)",9,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2262,"Fall ",2025,"Illinois Institute of Technology, Chicago",Mechanical Engineering,Vellore Institute of Technology,,8.5/10,"NA (NA,NA,NA)",9,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2263,"Fall ",2025,"University of Kansas, Lawrence",Mechanical Engineering,,,NA/NA,"NA (NA,NA,NA)",,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
2264,"Fall ",2025,University of Southern California,Mechanical Engineering,,,3.61/4,"NA (NA,NA,NA)",,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,Yes
2265,"Fall ",2025,Boston University,Mechanical Engineering,,,3.85/4,"NA (NA,NA,NA)",,,,2026-01-22 06:13:43.160995+00,2026-01-22 06:13:43.160995+00,no
